stem,freq,word0,freq,word1,freq,word2,freq,word3,freq,word4,freq,word5,freq,word6,freq,word7,freq,word8,freq,word9,freq,word10,freq,word11,freq,word12,freq
གཙོ་གྲས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞལ་འཛོམས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བོད་ལུགས,6,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྱོད་སྟངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀྲ་ཤིས་རྡོ་རྗེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-འབྲུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
”ལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐུད,11,,,,,,,,,,,,,,,,,,,,,,,,,,
འགའ་ཙམ་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མནན་པ་,7,,,,,,,,,,,,,,,,,,,,,,,,,,
བཏགས་པ་,12,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྭ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
འཐིབ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་བཞི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་རིམ་+པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟླ་ཕྱེད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱག་མཁན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བུ་སློབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བོད་མི་ཚོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྗེས་ན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་ཧོང་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྔམ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆུ་བཤལ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕར་ཅིག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུ་འབྱོར་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་རུལ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟུགས་པོའི,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དཀར་ཕྱོགས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
རོ་སྨད་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
(ལོ་སྣང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངོ་ཤེས་ཉན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩེ་པར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟེན་གཞན་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡང་དག་པའི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྲུག་འཛིང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དཀྱུས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུ་ཡིན་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-གསུམ་དགུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཉམ་བསྲེས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་ཡ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་ཕྱེ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
གོ་སྒྲིག་པ,10,,,,,,,,,,,,,,,,,,,,,,,,,,
-འང༌,9,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆོད་བསྟོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དུ་རེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དུར་ཁྲོད་,11,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་ལ་གང་མཁོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔར་བཤད་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-དྲང་བོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱ་ཉིས་བརྒྱ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྙེག,3,,,,,,,,,,,,,,,,,,,,,,,,,,
འདུགབཀྲ་ཤིས་བདེ་ལེགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚགས་ཚུད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྱོར་འབྲིང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབའ་ཞིག་,15,,,,,,,,,,,,,,,,,,,,,,,,,,
བག་ཡོད་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐལ་བཟང་ཐོགས་མེད,5,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྩོན་པ་+པོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏོག་ཙམ,513,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤུག་པ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲིད་གྲོས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
“སྐྱབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཏུང་ན,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྗང་མྱུག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་དེ་བཞིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-འི`་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁམས་མི་ཉག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་པ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྲིག་པ,16,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉེན་ཁལོ་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲངས་འབུམ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དར་ལག་རྫོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་སྨྲ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤིང་གཞུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་ཡིན་པ་,71,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོག་མ་མིན་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔལ་འབྱོར,45,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་སྦུབ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་ཤོ་ཀ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཟོ་རྒྱུ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དགའ་རོགས,13,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱུ་རུ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གྱིས་ཨ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དཀྲོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོན་རྩིས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕེབས་ན,6,,,,,,,,,,,,,,,,,,,,,,,,,,
གལ་ཆེ་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐུ་ཐོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བྲག་ལས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་ཆེན,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རེ་མདོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-སྔགས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དལ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
༤༧ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མིང་འདོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསུ་མཁན,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་སྒུག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཐེན་ཐུབ་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟེན,62,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉིང་མཚམས་སྦྱོར་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
00:06:59,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྟ་རྒྱ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
གཞུང་བཀའ་པོད་ལྔ,10,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉིས་སྒྲིལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གུར་གྱམ་དགོན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེ་བལྟ་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐག་རིང,14,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞུར་སྟངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐའ་གཅིག,9,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅི་ལ་ཡོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔར་ཁང,14,,,,,,,,,,,,,,,,,,,,,,,,,,
དམངས་རྩལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲོ་འདོགས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བར་བར,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ག་ག་ཚིལ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཇེ་ཉུང,3,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕེལ་བ,39,,,,,,,,,,,,,,,,,,,,,,,,,,
རིག་པ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྗེས་སུ་དྲན་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དམར་མོ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ལུང་བསྟན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩོམ་ཉོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བུ་ག་+འམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསོལ་བ་སྨོན་ལམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དྭངས་གཙང,6,,,,,,,,,,,,,,,,,,,,,,,,,,
གནམ་ཆར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོལ་བ་,54,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲེག་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་ཏ་བསླབ་བྱ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོ་བྱད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟོ,10,,,,,,,,,,,,,,,,,,,,,,,,,,
མངལ་ཆགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕྱི་བ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅུག་པ,15,,,,,,,,,,,,,,,,,,,,,,,,,,
གཙིགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཚམས་བཞག་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་ཡང,39,,,,,,,,,,,,,,,,,,,,,,,,,,
དོར་ཁྲ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྩོན་འགྲུས,12,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྱིང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡིད་ལ་བྱེད་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོ་ལེགས,6,,,,,,,,,,,,,,,,,,,,,,,,,,
གདམས་ངག,7,,,,,,,,,,,,,,,,,,,,,,,,,,
མཛད་པ,89,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀརྨ་མ་སྒྲོལ་མ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྟ་ཡི,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱ་ཆེ་བ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
འདིའི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱ་བ་བྱེད་སྟངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
པཉྩི་?,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་པ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞེད་པ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱལ་ཕྲན,10,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེ་བླངས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སེམས་དག་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་རིང་ཐེལ་ཙེ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དམར་འཇམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོ་མཆོད,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རྨོས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦེད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲུབ་མཆོད,9,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཟིན་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་སོང་ཐལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤེས་རྒྱུད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱས,23,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱོ་བྲག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བླུན་པོ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་ལོ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
༢༢,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་ལེ,593,,,,,,,,,,,,,,,,,,,,,,,,,,
ངག་ཐོག,6,,,,,,,,,,,,,,,,,,,,,,,,,,
འདབ་ཆགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྱོར་ལམ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆུ་གླ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒེའུ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྡེབས་པ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྡད་ན,112,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྐོ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཡི་ཤེས་འབེབས་སྔགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསུམ་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐང་གདན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འདམ་བུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་ལྕོགས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩི་ཤིང,7,,,,,,,,,,,,,,,,,,,,,,,,,,
རོལ་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁེ་པོ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕན་སྟངས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མགོ་མི་ཚོས་མཁན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ད་ལོ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གསོས་ཕྲུག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སང་ལོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྱུར,155,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅའ་ཡ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞུ་བ,43,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྲོ་ཡི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གནམ་ལྷ་བབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཇ,83,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱེད་ཅེ་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚོགས་བཅར་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆེད་་དུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཕྲིན,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ལམ་བཟང་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བགྲེས་ལོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རིགས་,78,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔུན་རྟིང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇོག་པ,18,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་ལོ,18,,,,,,,,,,,,,,,,,,,,,,,,,,
འི་སྡེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དོར་གོས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
”དུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཐོབ་+བོ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡུག་སྤོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་དབང་བ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟི་བྱིན,3,,,,,,,,,,,,,,,,,,,,,,,,,,
http://zw.tibetculture.net/news_1/tplt/201512/t20151202_3986155.htmཉིན་ཤས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞེ་གཉིས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྕམ་བླ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཚམ་པོ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
རེ་གཉིས,10,,,,,,,,,,,,,,,,,,,,,,,,,,
འདུ་བྱེད་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དགེ་འདུན་གྱི་སྡེ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཆགས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ངྷཱུ་པེ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
རེད་འདུག་ད,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དངདེ་ནས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁུར་ཁྱེར་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དལ་བ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་ཚེ་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མེད་པར,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱིའི་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣམ་པར,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མེ་ཏོག་མདའ་ཅན་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མུ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སློང་བ་,7,,,,,,,,,,,,,,,,,,,,,,,,,,
འདུག་གཞན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྟགས་ཡང་དག་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ལེན་འཇོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རང་ཚོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤིང་བཟོ་མཁན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སཱོ་ནོ་ཏ་རྗེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རག་མ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གཤགས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྲུལ་བ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱ་ལྭ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གདན་ཞུ,12,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡུར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁྱགས་ཐིགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྐོས་ཡིག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལེན་པོ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐུད་པ་,7,,,,,,,,,,,,,,,,,,,,,,,,,,
རུག་བསྡུས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བ་སྤུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་སྣ,64,,,,,,,,,,,,,,,,,,,,,,,,,,
གེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་བས་ཀྱང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཎི་བཀའ་འབུམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
taxi,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞབས་རྗེས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལག་ཤེས,9,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐལ་འགྱུར,13,,,,,,,,,,,,,,,,,,,,,,,,,,
ནེམ་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཚེ་རིང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྲོས་པ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱུག་རིས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོ་རྒས་དུས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྱེད་ཅག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་རྒྱུད་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁོ་ཚོར,5,,,,,,,,,,,,,,,,,,,,,,,,,,
དུར་ཁྲོད་ཁང,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་མཐོང་བ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅུས,7,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྲད་ཡ,28,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩ་བ་,28,,,,,,,,,,,,,,,,,,,,,,,,,,
རྫིགས་ཉམས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཁེལ་ས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩ་དགུ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འོ་ཚགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱ་ལ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གནམ་ལྡིང་ས་ལྡིང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐུབ་མཁན,11,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲིལ་ཏོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བླང་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རིག་གནས,289,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞལ་པང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངོས་བཟུང,11,,,,,,,,,,,,,,,,,,,,,,,,,,
-གཞན་ཕན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣམ་པའི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩོད་ས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲི་ག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ས་དགུ་+པོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རང་བབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་གཏོགས་+པ,9,,,,,,,,,,,,,,,,,,,,,,,,,,
མོ་སར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
༡༤༢༠,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁོ་གཉིས,17,,,,,,,,,,,,,,,,,,,,,,,,,,
འཆབ་པ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱལ་ཁམས་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-<,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩྭ་ངན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་དོན་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏིག་ཙི་བཟོས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔ་ཕྱི,15,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱོ་བ་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞལ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འདི་དག,48,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྱོར་པ་,5,,,,,,,,,,,,,,,,,,,,,,,,,,
གདབ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྗེས་ལུས,20,,,,,,,,,,,,,,,,,,,,,,,,,,
མེད་དུས,41,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟབ་རྒྱས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-བཀྲ་ཤིས་བདེ་ལེགས,12,,,,,,,,,,,,,,,,,,,,,,,,,,
འཇིག་པའི་ཆོས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆེས་མཐོ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ས་ཞིང,9,,,,,,,,,,,,,,,,,,,,,,,,,,
རིགས་བཞི,5,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀའ་བསྟན་བཅོས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུན་དག་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཉམ་གཏོང,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་འགྲོ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཟོས་ཨ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འགོངས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩ་གཞོལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོ་གཅིག,33,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐོང་ཆེན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྫུ་་འཕྲུལ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མོལ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡུམ་བུ་བླ་སྒང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྱོར་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲྭ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེལ་ཉིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མངོན་པར་,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤོར་,4,,,,,,,,,,,,,,,,,,,,,,,,,,
བོད་རང་སྐྱོང་ལྗོངས,12,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྱུར་མཁན,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཏ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞུར་ཆུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེ་འགྱུར་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤོམ་ར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྗེ་བཙུན་མི་ལ་རས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྡོར་གདན,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སེར་ཤུལ་རྫོང,10,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་གསང་པོ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་གྲོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེ་བཞའ་ཚན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲོ་དགོས་ཡ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
