stem,freq,word0,freq,word1,freq,word2,freq,word3,freq,word4,freq,word5,freq,word6,freq,word7,freq,word8,freq,word9,freq,word10,freq,word11,freq,word12,freq
ལྷམ་མགོ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ད་ལྟ་རང,11,,,,,,,,,,,,,,,,,,,,,,,,,,
ལག་ཟིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞོན་ཟོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒུན་འབྲུམ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཟད,171,,,,,,,,,,,,,,,,,,,,,,,,,,
ངོས་རང,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱང་ཆུབ་སེམས་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ལམ་ལུགས་སྲོལ་ཡོད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་སྐྱེས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕ་མཐའ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙིང་རྗེ་བོ,12,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉེན་པོ,34,,,,,,,,,,,,,,,,,,,,,,,,,,
མཆོད་པ,99,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡ་ང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ད་དགོང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོགས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟ་དང་ཟུར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱབ་དུས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེ་ཆོས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆུ་བར་གྲོང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩེ་མདའ་སྐོར་བྲོ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྱིན་བསྲེགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཡོད་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མདང,5,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉེན,19,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཆོག་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དོན་དངོས་ཐོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐེད་གྲིས་དམག་དཔོན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དམིགས་བསལ་བ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གློ་སྨན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མར་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧ་ལས,5,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐལ་ལྡན་བཟང་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བླུགས་ས,11,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་མིན་ཁ་འོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རི་སྒང,5,,,,,,,,,,,,,,,,,,,,,,,,,,
-རྐང་འཁོར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
8:30བར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ང་ལས་ནུ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གསལ་བྱེད་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གནང་རོགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕོ་ལྷ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེས་གསར་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཁྱེན་པ,28,,,,,,,,,,,,,,,,,,,,,,,,,,
གསུང་བསྒྱུར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉི་མའི་འོད་ཟེར,4,,,,,,,,,,,,,,,,,,,,,,,,,,
soup,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀུ་རེ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སེམས་བྱུང་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྷན་ཅིག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཤམ་ཐབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲུང་སྐྱེལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐག་པ་,5,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་འཕྲད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཡོ་,10,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱུག་དབུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྲག་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟེན་དུས,12,,,,,,,,,,,,,,,,,,,,,,,,,,
༡༣,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་བྱང,15,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱས་བསྡུས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚོད་ལྟ,15,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲ་ཐག་ཐག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེད་ཀ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོས་བསྡུས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩིབས་མ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙོམས་འཇུག་,5,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་རེད་བས,7,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉམས་ཆུང་ཆུང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Gate,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཧ་གོ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤོག་ཁག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རི་རབ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱ་བ,303,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསམ་རྒྱུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རགས་ལས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འཐོབ་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐོང་སྣང,4,,,,,,,,,,,,,,,,,,,,,,,,,,
སྒྲུངབུ་མོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སུང་ཕིང,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བསླབ་དགོས་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅར་འདྲི་མཁན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཙའ་སྐབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
༥༧༠༠,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དུ་ཡོད་+པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀྲུང་དབྱིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅིག་ཅར་དུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚོང་ཤག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྐོག,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔག་ཏུ་མེད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱས་ན་ཡང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་འོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྨུག་ཐུང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྙེགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཁྲི་གསུམ་ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཆིང,2,,,,,,,,,,,,,,,,,,,,,,,,,,
འབག་མགོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བལ་སྤུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གནོད་སྐྱེད་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མེད་ན་རེད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚབས་ཆེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཇལ་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
“ཅེས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-དཔེ་གཟུགས་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲིང་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤུག་མང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གེགས་རྐྱེན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བོག་ར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གང་ལ་གང་མཚམས,5,,,,,,,,,,,,,,,,,,,,,,,,,,
མདོར་བསྡུས་+པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱབ་པ,43,,,,,,,,,,,,,,,,,,,,,,,,,,
རྡེག་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བསྐལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཛུལ་བཞུགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟེ,882,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲོ་བྱེད་+པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དུས་ཚོད་མེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟན་འགྱུར,20,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ངན་རྒུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྡེ་་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕོག་པ,9,,,,,,,,,,,,,,,,,,,,,,,,,,
རྗེས་ཕྱོགས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྱིན་སྲེག,4,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲབ་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དོགས་འདྲི་ཚུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐུགས་རྗེ་ཆེན་པོ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ང་གསུམ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ནུ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྨ་བྱ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་མཚུངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཀ་པ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱ་ཁྱུང་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཉེར་པ,18,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐུས་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ལས་འཐོབ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བག་རིལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རེ་བཅོལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གདོལ་བ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གསང་ཁེབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྱོད་བཤགས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བ་ར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ནོར་གྱི་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-འགྱིག་ཤོག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བྱང་བ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉག་ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལ་གླུ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
བདུན་སྟོང,5,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲེད་མེད་ཀྱི་བུ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲིས་ག,3,,,,,,,,,,,,,,,,,,,,,,,,,,
༧༠ཙམ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆ་མ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྐུག་ལྐུག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲུལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དུས་སྔ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མཚན་གང་བོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
(simple),1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཧམ་སེམས་ཅན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱིད་སྡུག,7,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀྲམ་པ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
མཁས་པ་,8,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་བྲིས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོས་གྲྭ་ཆེན་པོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དགོས་ར་ད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཡོ་འཁེལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
-གནོད་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མེ་བཞི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྲེགས་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དུད་འགྲོའི་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆོ་འཕྲུལ་གསུམ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལའདྲ་མ་འདྲ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨ་ཙ་ར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལ་ཆ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རེད་མ་རེད,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕན་ཡ,20,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐུལ་རྩིས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁང་གསོལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལབ་ཉན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ལུང་སྟོན་པ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
སོ་སྲུབས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སློན་ཚན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ངན་ཆ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཡུ་བྱུར,9,,,,,,,,,,,,,,,,,,,,,,,,,,
-སྒོ་ཡོལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྔ་ལྟས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤན་,5,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀའ་ཁོ་ན་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྱོད་བྱེད,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་བདོག་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེལ་འདྲེན,6,,,,,,,,,,,,,,,,,,,,,,,,,,
མེད་ལེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འདོམས་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཟེར་སྐད,2,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་གི,12,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་གཙང་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གོམ་འགྲོས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བདུགས་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐའ་,37,,,,,,,,,,,,,,,,,,,,,,,,,,
10008དང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འཆེ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྟན་བཛིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁུག་རྡའི་དཔལ་ཆེན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅོག་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རིལ་མོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞུགས་ཨ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
མགོ་ཐོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚིག་རྣམས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འགྲིམ་འགྲུལ,11,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙིགས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
vidnam,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྩ་གཉིས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཨོའོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གངས་ཅན་པ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སློབ་མཐར་ཕྱིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྒྱབ་དུས,17,,,,,,,,,,,,,,,,,,,,,,,,,,
མེད་དུས་ཙམ་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དེའི་ནང་ནས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཛོ་མིག་མ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གཡུགས,11,,,,,,,,,,,,,,,,,,,,,,,,,,
ལྡོངས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བཞུག་མ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣམ་པར་གནོན་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ངོར,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲ་ཐོག,39,,,,,,,,,,,,,,,,,,,,,,,,,,
མངོན་སུམ,8,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞུས་ཙང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐའ་བསྐྱལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཏོན་,15,,,,,,,,,,,,,,,,,,,,,,,,,,
དགོས་རྒྱུ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
ས་མང་པོ་+པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐར་ན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞིམ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
བདག་གཞན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤེས་ལྡན,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་མ་ཡིན་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
glass,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚ་རི,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བདེན,10,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁོར་སྲུང,4,,,,,,,,,,,,,,,,,,,,,,,,,,
དད་འབུལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྐུ་བ་,50,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀའ་གདམས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྲད་པ་,10,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་ཚང་བ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྱང་ས,7,,,,,,,,,,,,,,,,,,,,,,,,,,
གནས་ཁང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཛེས་རྒྱན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤྲས་པ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-ཚལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དབུལ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཅུང་ཟད,30,,,,,,,,,,,,,,,,,,,,,,,,,,
དར་རྒྱས,15,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕྱོགས་,155,,,,,,,,,,,,,,,,,,,,,,,,,,
སྨན་རྫས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
གནོད་སྐྱོན,11,,,,,,,,,,,,,,,,,,,,,,,,,,
བརླན་པ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
རྗེས་འབྲེལ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
བདག་གཅེས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བསློག་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚོལ་བ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ཆེད་མཁས་བ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱན་འཇོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཙམ་པོ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞིང་ས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
བསྐུར་,10,,,,,,,,,,,,,,,,,,,,,,,,,,
ཕར་འཐེན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅངས,5,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟོབས་ཆེ་ཆུང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བོར་བ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
དྲུས་པོ་ཆེ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦག་སྦག་འཁོར་ལོ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ལི་ཐང,10,,,,,,,,,,,,,,,,,,,,,,,,,,
བཅུ་ཆ,5,,,,,,,,,,,,,,,,,,,,,,,,,,
-འགྲོ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དབང་རོལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མནོལ་བ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ང་གསུམ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གདངས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྦྱོར་བ་རྩུབ་པ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྤུ་གྲི,3,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱལ་པོའི་ཕོ་བྲང་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སཱ་ར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
རླན་བཤེར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མཐའ་ཀླས་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེ་མཆེད་བཅུ་གཉིས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚད་,23,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་སྤེལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེས་མཆོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཐར་ལོ,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙིགས་འདོར,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྙིང་,9,,,,,,,,,,,,,,,,,,,,,,,,,,
སླེབས་ནི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བརྡབས་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉོག་དྲ,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གྲོངས་པ,6,,,,,,,,,,,,,,,,,,,,,,,,,,
འབོད་པ,9,,,,,,,,,,,,,,,,,,,,,,,,,,
-པ་སངས,2,,,,,,,,,,,,,,,,,,,,,,,,,,
གི་,682,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀླུ་ཆུ་རྫོང,3,,,,,,,,,,,,,,,,,,,,,,,,,,
མྱ་ངན་,92,,,,,,,,,,,,,,,,,,,,,,,,,,
སེམས་ངན,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སློང་,5,,,,,,,,,,,,,,,,,,,,,,,,,,
སུ་ཡིན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡུལ་སྐོར་ཅུས,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མི་ཉག་ཡུལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བླ་ན་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐྱེལ་མ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོང,3,,,,,,,,,,,,,,,,,,,,,,,,,,
དང་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞོག་གི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡོད་འདུག,6,,,,,,,,,,,,,,,,,,,,,,,,,,
ཉེ་བ་འཁོར་,24,,,,,,,,,,,,,,,,,,,,,,,,,,
དཔེར་བརྗོད,5,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡིནཤག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དེ་ལྟ་ན་,31,,,,,,,,,,,,,,,,,,,,,,,,,,
ཡུལ་སྐོར,26,,,,,,,,,,,,,,,,,,,,,,,,,,
ལོ་གཏོར,9,,,,,,,,,,,,,,,,,,,,,,,,,,
རྒྱུགས་སྤྲོད་མཁན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
འབྱེད་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
ཙོག,2,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐད,203,,,,,,,,,,,,,,,,,,,,,,,,,,
ཞལ་སྔ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་ན་མ་ཐོ་བ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཟེར,6,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀྲ་མ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཨེམ་མཆི,3,,,,,,,,,,,,,,,,,,,,,,,,,,
གཞོན་པ,20,,,,,,,,,,,,,,,,,,,,,,,,,,
དགྲམ་པ་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཟློག,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐབས་འགར,1,,,,,,,,,,,,,,,,,,,,,,,,,,
དགའ་ཡ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
སྐུང་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྲི་ཁ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཤ་ཕྲལ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁ་སྤྲི,1,,,,,,,,,,,,,,,,,,,,,,,,,,
མ་མངོན,1,,,,,,,,,,,,,,,,,,,,,,,,,,
བཤགས་པ,49,,,,,,,,,,,,,,,,,,,,,,,,,,
བཀའ་སྩོལ་+པ་,2,,,,,,,,,,,,,,,,,,,,,,,,,,
ཚེ་བཀྲ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
རྣམ་གྲོལ་,10,,,,,,,,,,,,,,,,,,,,,,,,,,
གླུ་གར་,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཀློགས,4,,,,,,,,,,,,,,,,,,,,,,,,,,
སྨར་ཁམས,3,,,,,,,,,,,,,,,,,,,,,,,,,,
-དགོང་མོ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
གཙང་མ་,3,,,,,,,,,,,,,,,,,,,,,,,,,,
སྟེགས་བུ,7,,,,,,,,,,,,,,,,,,,,,,,,,,
SaintExupéry(1900–1944)ཞུ་བ,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ཁྱོན་ནས,141,,,,,,,,,,,,,,,,,,,,,,,,,,
སྲོལ་རྙིང,1,,,,,,,,,,,,,,,,,,,,,,,,,,
